date,AQI,PM10,NO2,SO2,O3,Temperature,Humidity,Precipitation,month,log_PM2.5,log_CO,season_Spring,season_Summer,season_Winter,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,AQI_t+1,AQI_t+2,AQI_t+3,AQI_lag_1,AQI_lag_2,AQI_roll_mean_3,AQI_roll_std_3,AQI_diff
2023-08-05,77.20833333333333,108.2625,7.195833333333333,4.241666666666666,55.083333333333336,28.329166666666666,81.75,0.0,8,3.1875571416107737,5.025250196447337,False,True,False,False,False,False,False,True,False,78.08333333333333,76.08333333333333,76.04166666666667,80.625,71.08333333333333,73.44444444444444,6.338859066049132,9.541666666666671
2023-08-06,78.08333333333333,100.2875,5.845833333333334,3.3708333333333336,50.04166666666666,28.23333333333333,80.41666666666667,0.0,8,3.1979926139517767,4.962844630259907,False,True,False,False,False,False,False,False,True,76.08333333333333,76.04166666666667,70.20833333333333,77.20833333333333,80.625,76.30555555555556,4.834470651628418,-3.4166666666666714
2023-08-07,76.08333333333333,101.7625,5.804166666666667,3.0708333333333333,48.79166666666666,28.041666666666668,80.20833333333333,0.0,8,3.3157000095037406,4.987025428457122,False,True,False,False,False,False,False,False,False,76.04166666666667,70.20833333333333,64.83333333333333,78.08333333333333,77.20833333333333,78.63888888888887,1.7747913283637364,0.875
2023-08-08,76.04166666666667,66.89166666666667,6.270833333333333,3.3666666666666667,48.125,27.995833333333334,81.66666666666667,0.0,8,3.1320462495334667,4.942832190744893,False,True,False,True,False,False,False,False,False,70.20833333333333,64.83333333333333,66.04166666666667,76.08333333333333,78.08333333333333,77.12499999999999,1.00260078461403,-2.0
2023-08-09,70.20833333333333,58.833333333333336,6.504166666666666,3.5666666666666664,46.583333333333336,27.97083333333333,81.625,0.0,8,3.047296364606148,4.986740973896819,False,True,False,False,True,False,False,False,False,64.83333333333333,66.04166666666667,64.875,76.04166666666667,76.08333333333333,76.7361111111111,1.1669146561724293,-0.04166666666665719
2023-08-10,64.83333333333333,54.11666666666667,7.166666666666667,3.670833333333333,46.083333333333336,27.829166666666666,82.45833333333333,0.0,8,2.981886866731938,4.992697593409589,False,True,False,False,False,True,False,False,False,66.04166666666667,64.875,64.33333333333333,70.20833333333333,76.04166666666667,74.11111111111111,3.3799689073701797,-5.833333333333343
2023-08-11,66.04166666666667,55.42083333333333,7.208333333333333,3.6916666666666655,45.708333333333336,27.72083333333333,82.29166666666667,0.0,8,3.0185939426972532,4.94074916663209,False,True,False,False,False,False,True,False,False,64.875,64.33333333333333,63.0,64.83333333333333,70.20833333333333,70.3611111111111,5.605728303689713,-5.375
2023-08-12,64.875,50.42083333333333,6.2250000000000005,3.3166666666666664,44.833333333333336,27.59583333333333,81.45833333333333,0.0,8,2.972122407914857,4.921500452028419,False,True,False,False,False,False,False,True,False,64.33333333333333,63.0,61.708333333333336,66.04166666666667,64.83333333333333,67.02777777777777,2.8199233309727774,1.2083333333333428
2023-08-13,64.33333333333333,56.2375,6.191666666666666,3.275,46.583333333333336,27.625,80.79166666666667,0.0,8,2.9926023805450632,4.915408444153235,False,True,False,False,False,False,False,False,True,63.0,61.708333333333336,55.875,64.875,66.04166666666667,65.25,0.6859199013606354,-1.1666666666666714
2023-08-14,63.0,54.30416666666667,7.2875,3.8875,49.04166666666666,27.758333333333336,83.83333333333333,0.0,8,2.925175680090857,4.925137921937841,False,True,False,False,False,False,False,False,False,61.708333333333336,55.875,53.708333333333336,64.33333333333333,64.875,65.08333333333333,0.8730136183068398,-0.5416666666666714
2023-08-15,61.708333333333336,58.35833333333333,8.125,4.758333333333334,46.29166666666666,27.579166666666666,84.58333333333333,0.0,8,2.8466036841158004,4.922714412723786,False,True,False,True,False,False,False,False,False,55.875,53.708333333333336,56.16666666666666,63.0,64.33333333333333,64.06944444444444,0.9649529829117928,-1.3333333333333286
